                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1987,                 2.1502,                 1.3228,                 0.7971,                0.63927,                0.75289,                0.45373,                 1.3254,                 2.2569,                 1.3691,             0.00065979,             0.00065979,             0.00065979
